success,source_grid,target_load_A,ref_slew_us,undershoot_mV,final_vout_error_mV,skip_count_est,settle_time_us,final_phase_spacing_std_ns,tradeoff_score,score_settle005,score_settle010,target_label,load_drop_A,load_drop_norm,objective,alpha_settle,objective_score,t_scaled,phase_std_scaled,settle_scaled,skip_risk,bias,t2,alpha_t,alpha_t2,drop_t,drop_t2,is_20A,is_10A,is_near0A,skip_t,phase_t,settle_alpha,delay_available_online,proxy_boundary
True,fine,10.0,70,4.67957001179586,-0.539329341692429,1,30.79,75.9411003028226,8.73772135954474,10.27722135954474,11.81672135954474,10A,30.0,0.75,score_settle010,0.1,11.81672135954474,0.25,0.7594110030282261,0.6158,1,1.0,0.0625,0.025,0.00625,0.1875,0.046875,0.0,1.0,0.0,0.25,0.1898527507570565,0.06158,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,80,4.63087064829415,-0.550516960481362,1,34.286,82.1829076099372,8.82504576097426,10.5393457609743,12.2536457609743,10A,30.0,0.75,score_settle010,0.1,12.2536457609743,0.5,0.8218290760993721,0.68572,1,1.0,0.25,0.05,0.025,0.375,0.1875,0.0,1.0,0.0,0.5,0.410914538049686,0.068572,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,84,4.63087064829415,-0.563127241137051,1,37.682,85.3699169914353,8.90139622925991,10.78549622925991,12.669596229259913,10A,30.0,0.75,score_settle010,0.1,12.669596229259913,0.6,0.853699169914353,0.7536400000000001,1,1.0,0.36,0.06,0.036,0.4499999999999999,0.27,0.0,1.0,0.0,0.6,0.5122195019486118,0.075364,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,86,4.60382233665269,-0.557554828492401,1,38.788,82.2236878793438,8.80585092273196,10.74525092273196,12.68465092273196,10A,30.0,0.75,score_settle010,0.1,12.68465092273196,0.65,0.822236878793438,0.7757599999999999,1,1.0,0.4225,0.065,0.04225,0.4875,0.316875,0.0,1.0,0.0,0.65,0.5344539712157347,0.0775759999999999,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,88,4.60382233665269,-0.548929887930871,1,38.824,82.04342139712,8.79362065252596,10.73482065252596,12.67602065252596,10A,30.0,0.75,score_settle010,0.1,12.67602065252596,0.7,0.8204342139712,0.77648,1,1.0,0.4899999999999999,0.0699999999999999,0.0489999999999999,0.5249999999999999,0.3674999999999999,0.0,1.0,0.0,0.7,0.5743039497798399,0.077648,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,90,4.60382233665269,-0.572864232271431,1,38.292,97.1049012859554,9.11878459464323,11.03338459464323,12.94798459464323,10A,30.0,0.75,score_settle010,0.1,12.94798459464323,0.75,0.971049012859554,0.7658400000000001,1,1.0,0.5625,0.075,0.05625,0.5625,0.421875,0.0,1.0,0.0,0.75,0.7282867596446655,0.076584,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,10.0,92,4.60382233665269,-0.552071191853742,1,40.572,88.2172335939625,8.92023820038568,10.948838200385682,12.97743820038568,10A,30.0,0.75,score_settle010,0.1,12.97743820038568,0.8,0.8821723359396251,0.81144,1,1.0,0.6400000000000001,0.08,0.064,0.6000000000000001,0.4800000000000001,0.0,1.0,0.0,0.8,0.7057378687517001,0.081144,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,100,4.57679637764241,-0.574748610088882,1,45.676,101.157860079421,9.17470218931971,11.4585021893197,13.7423021893197,10A,30.0,0.75,score_settle010,0.1,13.7423021893197,1.0,1.01157860079421,0.91352,1,1.0,1.0,0.1,0.1,0.75,0.75,0.0,1.0,0.0,1.0,1.01157860079421,0.091352,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,10.0,120,4.53410803498733,-0.563962023550801,1,53.222,90.7097302281097,8.91226466310032,11.5733646631003,14.2344646631003,10A,30.0,0.75,score_settle010,0.1,14.2344646631003,1.5,0.9070973022810972,1.06444,1,1.0,2.25,0.15,0.225,1.125,1.6875,0.0,1.0,0.0,1.5,1.3606459534216455,0.106444,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,20,1.43399904411767,-0.434811266497692,1,0.938000000000024,31.9413877640801,4.50763806589697,4.55453806589697,4.60143806589697,20A,20.0,0.5,base,0.0,4.50763806589697,-1.0,0.319413877640801,0.0187600000000004,1,1.0,1.0,-0.0,0.0,-0.5,0.5,1.0,0.0,0.0,-1.0,-0.319413877640801,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,30,1.26719882798709,-0.436764941712187,0,0.938000000000024,37.0921617490197,2.44580700467967,2.49270700467967,2.53960700467967,20A,20.0,0.5,base,0.0,2.44580700467967,-0.75,0.370921617490197,0.0187600000000004,0,1.0,0.5625,-0.0,0.0,-0.375,0.28125,1.0,0.0,0.0,-0.0,-0.2781912131176478,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,32,1.25339265943403,-0.487745089793656,1,0.938000000000024,75.2643384023023,5.24642451727373,5.293324517273731,5.340224517273732,20A,20.0,0.5,base,0.0,5.24642451727373,-0.7,0.752643384023023,0.0187600000000004,1,1.0,0.4899999999999999,-0.0,0.0,-0.35,0.2449999999999999,1.0,0.0,0.0,-0.7,-0.526850368816116,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,34,1.25339265943403,-0.433988952916242,0,0.938000000000024,36.6473855647572,2.42032932364541,2.4672293236454115,2.5141293236454128,20A,20.0,0.5,base,0.0,2.42032932364541,-0.65,0.366473855647572,0.0187600000000004,0,1.0,0.4225,-0.0,0.0,-0.325,0.21125,1.0,0.0,0.0,-0.0,-0.2382080061709218,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,35,1.22753887773386,-0.42840688391621,1,0.938000000000024,29.4072219417808,4.24409020048568,4.290990200485681,4.337890200485683,20A,20.0,0.5,base,0.0,4.24409020048568,-0.625,0.294072219417808,0.0187600000000004,1,1.0,0.390625,-0.0,0.0,-0.3125,0.1953125,1.0,0.0,0.0,-0.625,-0.18379513713613,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,36,1.22753887773386,-0.44406894423632,1,0.938000000000024,40.8032056024008,4.48767193401819,4.534571934018191,4.581471934018192,20A,20.0,0.5,base,0.0,4.48767193401819,-0.6,0.408032056024008,0.0187600000000004,1,1.0,0.36,-0.0,0.0,-0.3,0.18,1.0,0.0,0.0,-0.6,-0.2448192336144047,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,38,1.21068108454891,-0.432664777242242,0,0.938000000000024,36.3447339051344,2.37024053989385,2.4171405398938512,2.4640405398938525,20A,20.0,0.5,base,0.0,2.37024053989385,-0.55,0.3634473390513439,0.0187600000000004,0,1.0,0.3025,-0.0,0.0,-0.275,0.15125,1.0,0.0,0.0,-0.0,-0.1998960364782392,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,40,1.19940112760242,-0.43379596481008,0,0.938000000000024,43.3359485758766,2.49991606393003,2.54681606393003,2.59371606393003,20A,20.0,0.5,base,0.0,2.49991606393003,-0.5,0.433359485758766,0.0187600000000004,0,1.0,0.25,-0.0,0.0,-0.25,0.125,1.0,0.0,0.0,-0.0,-0.216679742879383,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,50,1.16345388449934,-0.432349776644747,1,0.938000000000024,36.4937986024832,4.32567963319376,4.37257963319376,4.41947963319376,20A,20.0,0.5,base,0.0,4.32567963319376,-0.25,0.364937986024832,0.0187600000000004,1,1.0,0.0625,-0.0,0.0,-0.125,0.03125,1.0,0.0,0.0,-0.25,-0.091234496506208,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,60,1.12582319014076,-0.437496606727428,1,10.062,36.9127241807925,4.30157428048404,4.80467428048404,5.30777428048404,20A,20.0,0.5,base,0.0,4.30157428048404,0.0,0.369127241807925,0.2012399999999999,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,62,1.12582319014076,-0.431991539624477,1,10.0880000000001,35.9008776475458,4.27583228271616,4.780232282716165,5.284632282716171,20A,20.0,0.5,base,0.0,4.27583228271616,0.05,0.359008776475458,0.201760000000002,1,1.0,0.0025,0.0,0.0,0.025,0.00125,1.0,0.0,0.0,0.05,0.0179504388237729,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,64,1.12582319014076,-0.440134472450837,1,10.0880000000001,37.8563112255317,4.32308388710223,4.827483887102235,5.33188388710224,20A,20.0,0.5,base,0.0,4.32308388710223,0.1,0.3785631122553169,0.201760000000002,1,1.0,0.01,0.0,0.0,0.05,0.005,1.0,0.0,0.0,0.1,0.0378563112255317,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,66,1.11287107294222,-0.438293838860404,0,0.938000000000024,40.007102545006,2.35130696270275,2.398206962702752,2.4451069627027526,20A,20.0,0.5,base,0.0,2.35130696270275,0.15,0.40007102545006,0.0187600000000004,0,1.0,0.0225,0.0,0.0,0.075,0.01125,1.0,0.0,0.0,0.0,0.060010653817509,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,68,1.11287107294222,-0.456637987924613,0,12.2440000000001,52.0238557241504,2.60998617534984,3.222186175349845,3.83438617534985,20A,20.0,0.5,base,0.0,2.60998617534984,0.2,0.520238557241504,0.2448800000000019,0,1.0,0.04,0.0,0.0,0.1,0.02,1.0,0.0,0.0,0.0,0.1040477114483008,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,70,1.11287107294222,-0.430205692594554,0,14.372,36.8765824996862,2.2806084155305,2.9992084155305,3.717808415530501,20A,20.0,0.5,base,0.0,2.2806084155305,0.25,0.368765824996862,0.28744,0,1.0,0.0625,0.0,0.0,0.125,0.03125,1.0,0.0,0.0,0.0,0.0921914562492155,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,80,1.0943598016524,-0.435550987461508,0,14.41,37.1400221295455,2.27271123170482,2.99321123170482,3.71371123170482,20A,20.0,0.5,base,0.0,2.27271123170482,0.5,0.371400221295455,0.2882,0,1.0,0.25,0.0,0.0,0.25,0.125,1.0,0.0,0.0,0.0,0.1857001106477275,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,84,1.0943598016524,-0.437957666603372,0,14.3920000000001,45.9869637344513,2.4520567429448,3.1716567429448053,3.8912567429448095,20A,20.0,0.5,base,0.0,2.4520567429448,0.6,0.459869637344513,0.287840000000002,0,1.0,0.36,0.0,0.0,0.3,0.18,1.0,0.0,0.0,0.0,0.2759217824067078,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,86,1.0943598016524,-0.438140473293935,0,14.404,30.0147825435648,2.13279592581763,2.85299592581763,3.57319592581763,20A,20.0,0.5,base,0.0,2.13279592581763,0.65,0.300147825435648,0.28808,0,1.0,0.4225,0.0,0.0,0.325,0.21125,1.0,0.0,0.0,0.0,0.1950960865331712,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,88,1.0943598016524,-0.439022954541013,1,14.398,42.4793605534499,4.38296996726241,5.10286996726241,5.82276996726241,20A,20.0,0.5,base,0.0,4.38296996726241,0.7,0.424793605534499,0.28796,1,1.0,0.4899999999999999,0.0,0.0,0.35,0.2449999999999999,1.0,0.0,0.0,0.7,0.2973555238741493,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,90,1.07689752922169,-0.439228751293541,0,16.512,39.3475357749328,2.30307699601388,3.1286769960138803,3.95427699601388,20A,20.0,0.5,base,0.0,2.30307699601388,0.75,0.393475357749328,0.33024,0,1.0,0.5625,0.0,0.0,0.375,0.28125,1.0,0.0,0.0,0.0,0.295106518311996,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,92,1.07689752922169,-0.440896989903794,0,16.512,43.3520285535658,2.3848350901968,3.2104350901968,4.0360350901968,20A,20.0,0.5,base,0.0,2.3848350901968,0.8,0.433520285535658,0.33024,0,1.0,0.6400000000000001,0.0,0.0,0.4,0.32,1.0,0.0,0.0,0.0,0.3468162284285264,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,100,1.07689752922169,-0.45566298416666,0,16.556,53.2237613167088,2.59703573972252,3.42483573972252,4.25263573972252,20A,20.0,0.5,base,0.0,2.59703573972252,1.0,0.5322376131670881,0.33112,0,1.0,1.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5322376131670881,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,120,1.05841728359568,-0.438165390661327,1,19.2260000000001,43.2618953778815,4.36182058181464,5.32312058181464,6.28442058181465,20A,20.0,0.5,base,0.0,4.36182058181464,1.5,0.432618953778815,0.3845200000000019,1,1.0,2.25,0.0,0.0,0.75,1.125,1.0,0.0,0.0,1.5,0.6489284306682225,0.0,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,20,1.43399904411767,-0.434811266497692,1,0.938000000000024,31.9413877640801,4.50763806589697,4.55453806589697,4.60143806589697,20A,20.0,0.5,score_settle005,0.05,4.55453806589697,-1.0,0.319413877640801,0.0187600000000004,1,1.0,1.0,-0.05,0.05,-0.5,0.5,1.0,0.0,0.0,-1.0,-0.319413877640801,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,30,1.26719882798709,-0.436764941712187,0,0.938000000000024,37.0921617490197,2.44580700467967,2.49270700467967,2.53960700467967,20A,20.0,0.5,score_settle005,0.05,2.49270700467967,-0.75,0.370921617490197,0.0187600000000004,0,1.0,0.5625,-0.0375,0.028125,-0.375,0.28125,1.0,0.0,0.0,-0.0,-0.2781912131176478,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,32,1.25339265943403,-0.487745089793656,1,0.938000000000024,75.2643384023023,5.24642451727373,5.293324517273731,5.340224517273732,20A,20.0,0.5,score_settle005,0.05,5.293324517273731,-0.7,0.752643384023023,0.0187600000000004,1,1.0,0.4899999999999999,-0.0349999999999999,0.0244999999999999,-0.35,0.2449999999999999,1.0,0.0,0.0,-0.7,-0.526850368816116,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,34,1.25339265943403,-0.433988952916242,0,0.938000000000024,36.6473855647572,2.42032932364541,2.4672293236454115,2.5141293236454128,20A,20.0,0.5,score_settle005,0.05,2.4672293236454115,-0.65,0.366473855647572,0.0187600000000004,0,1.0,0.4225,-0.0325,0.021125,-0.325,0.21125,1.0,0.0,0.0,-0.0,-0.2382080061709218,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,35,1.22753887773386,-0.42840688391621,1,0.938000000000024,29.4072219417808,4.24409020048568,4.290990200485681,4.337890200485683,20A,20.0,0.5,score_settle005,0.05,4.290990200485681,-0.625,0.294072219417808,0.0187600000000004,1,1.0,0.390625,-0.03125,0.01953125,-0.3125,0.1953125,1.0,0.0,0.0,-0.625,-0.18379513713613,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,36,1.22753887773386,-0.44406894423632,1,0.938000000000024,40.8032056024008,4.48767193401819,4.534571934018191,4.581471934018192,20A,20.0,0.5,score_settle005,0.05,4.534571934018191,-0.6,0.408032056024008,0.0187600000000004,1,1.0,0.36,-0.03,0.018,-0.3,0.18,1.0,0.0,0.0,-0.6,-0.2448192336144047,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,38,1.21068108454891,-0.432664777242242,0,0.938000000000024,36.3447339051344,2.37024053989385,2.4171405398938512,2.4640405398938525,20A,20.0,0.5,score_settle005,0.05,2.4171405398938512,-0.55,0.3634473390513439,0.0187600000000004,0,1.0,0.3025,-0.0275,0.015125,-0.275,0.15125,1.0,0.0,0.0,-0.0,-0.1998960364782392,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,40,1.19940112760242,-0.43379596481008,0,0.938000000000024,43.3359485758766,2.49991606393003,2.54681606393003,2.59371606393003,20A,20.0,0.5,score_settle005,0.05,2.54681606393003,-0.5,0.433359485758766,0.0187600000000004,0,1.0,0.25,-0.025,0.0125,-0.25,0.125,1.0,0.0,0.0,-0.0,-0.216679742879383,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,50,1.16345388449934,-0.432349776644747,1,0.938000000000024,36.4937986024832,4.32567963319376,4.37257963319376,4.41947963319376,20A,20.0,0.5,score_settle005,0.05,4.37257963319376,-0.25,0.364937986024832,0.0187600000000004,1,1.0,0.0625,-0.0125,0.003125,-0.125,0.03125,1.0,0.0,0.0,-0.25,-0.091234496506208,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,60,1.12582319014076,-0.437496606727428,1,10.062,36.9127241807925,4.30157428048404,4.80467428048404,5.30777428048404,20A,20.0,0.5,score_settle005,0.05,4.80467428048404,0.0,0.369127241807925,0.2012399999999999,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.010062,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,62,1.12582319014076,-0.431991539624477,1,10.0880000000001,35.9008776475458,4.27583228271616,4.780232282716165,5.284632282716171,20A,20.0,0.5,score_settle005,0.05,4.780232282716165,0.05,0.359008776475458,0.201760000000002,1,1.0,0.0025,0.0025,0.000125,0.025,0.00125,1.0,0.0,0.0,0.05,0.0179504388237729,0.0100880000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,64,1.12582319014076,-0.440134472450837,1,10.0880000000001,37.8563112255317,4.32308388710223,4.827483887102235,5.33188388710224,20A,20.0,0.5,score_settle005,0.05,4.827483887102235,0.1,0.3785631122553169,0.201760000000002,1,1.0,0.01,0.005,0.0005,0.05,0.005,1.0,0.0,0.0,0.1,0.0378563112255317,0.0100880000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,66,1.11287107294222,-0.438293838860404,0,0.938000000000024,40.007102545006,2.35130696270275,2.398206962702752,2.4451069627027526,20A,20.0,0.5,score_settle005,0.05,2.398206962702752,0.15,0.40007102545006,0.0187600000000004,0,1.0,0.0225,0.0075,0.001125,0.075,0.01125,1.0,0.0,0.0,0.0,0.060010653817509,0.000938,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,68,1.11287107294222,-0.456637987924613,0,12.2440000000001,52.0238557241504,2.60998617534984,3.222186175349845,3.83438617534985,20A,20.0,0.5,score_settle005,0.05,3.222186175349845,0.2,0.520238557241504,0.2448800000000019,0,1.0,0.04,0.01,0.002,0.1,0.02,1.0,0.0,0.0,0.0,0.1040477114483008,0.0122440000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,70,1.11287107294222,-0.430205692594554,0,14.372,36.8765824996862,2.2806084155305,2.9992084155305,3.717808415530501,20A,20.0,0.5,score_settle005,0.05,2.9992084155305,0.25,0.368765824996862,0.28744,0,1.0,0.0625,0.0125,0.003125,0.125,0.03125,1.0,0.0,0.0,0.0,0.0921914562492155,0.014372,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,80,1.0943598016524,-0.435550987461508,0,14.41,37.1400221295455,2.27271123170482,2.99321123170482,3.71371123170482,20A,20.0,0.5,score_settle005,0.05,2.99321123170482,0.5,0.371400221295455,0.2882,0,1.0,0.25,0.025,0.0125,0.25,0.125,1.0,0.0,0.0,0.0,0.1857001106477275,0.01441,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,84,1.0943598016524,-0.437957666603372,0,14.3920000000001,45.9869637344513,2.4520567429448,3.1716567429448053,3.8912567429448095,20A,20.0,0.5,score_settle005,0.05,3.1716567429448053,0.6,0.459869637344513,0.287840000000002,0,1.0,0.36,0.03,0.018,0.3,0.18,1.0,0.0,0.0,0.0,0.2759217824067078,0.0143920000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,86,1.0943598016524,-0.438140473293935,0,14.404,30.0147825435648,2.13279592581763,2.85299592581763,3.57319592581763,20A,20.0,0.5,score_settle005,0.05,2.85299592581763,0.65,0.300147825435648,0.28808,0,1.0,0.4225,0.0325,0.021125,0.325,0.21125,1.0,0.0,0.0,0.0,0.1950960865331712,0.014404,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,88,1.0943598016524,-0.439022954541013,1,14.398,42.4793605534499,4.38296996726241,5.10286996726241,5.82276996726241,20A,20.0,0.5,score_settle005,0.05,5.10286996726241,0.7,0.424793605534499,0.28796,1,1.0,0.4899999999999999,0.0349999999999999,0.0244999999999999,0.35,0.2449999999999999,1.0,0.0,0.0,0.7,0.2973555238741493,0.014398,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,90,1.07689752922169,-0.439228751293541,0,16.512,39.3475357749328,2.30307699601388,3.1286769960138803,3.95427699601388,20A,20.0,0.5,score_settle005,0.05,3.1286769960138803,0.75,0.393475357749328,0.33024,0,1.0,0.5625,0.0375,0.028125,0.375,0.28125,1.0,0.0,0.0,0.0,0.295106518311996,0.016512,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,92,1.07689752922169,-0.440896989903794,0,16.512,43.3520285535658,2.3848350901968,3.2104350901968,4.0360350901968,20A,20.0,0.5,score_settle005,0.05,3.2104350901968,0.8,0.433520285535658,0.33024,0,1.0,0.6400000000000001,0.04,0.032,0.4,0.32,1.0,0.0,0.0,0.0,0.3468162284285264,0.016512,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,100,1.07689752922169,-0.45566298416666,0,16.556,53.2237613167088,2.59703573972252,3.42483573972252,4.25263573972252,20A,20.0,0.5,score_settle005,0.05,3.42483573972252,1.0,0.5322376131670881,0.33112,0,1.0,1.0,0.05,0.05,0.5,0.5,1.0,0.0,0.0,0.0,0.5322376131670881,0.016556,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,120,1.05841728359568,-0.438165390661327,1,19.2260000000001,43.2618953778815,4.36182058181464,5.32312058181464,6.28442058181465,20A,20.0,0.5,score_settle005,0.05,5.32312058181464,1.5,0.432618953778815,0.3845200000000019,1,1.0,2.25,0.075,0.1125,0.75,1.125,1.0,0.0,0.0,1.5,0.6489284306682225,0.0192260000000001,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,20,1.43399904411767,-0.434811266497692,1,0.938000000000024,31.9413877640801,4.50763806589697,4.55453806589697,4.60143806589697,20A,20.0,0.5,score_settle010,0.1,4.60143806589697,-1.0,0.319413877640801,0.0187600000000004,1,1.0,1.0,-0.1,0.1,-0.5,0.5,1.0,0.0,0.0,-1.0,-0.319413877640801,0.001876,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,dense_long,20.0,30,1.26719882798709,-0.436764941712187,0,0.938000000000024,37.0921617490197,2.44580700467967,2.49270700467967,2.53960700467967,20A,20.0,0.5,score_settle010,0.1,2.53960700467967,-0.75,0.370921617490197,0.0187600000000004,0,1.0,0.5625,-0.075,0.05625,-0.375,0.28125,1.0,0.0,0.0,-0.0,-0.2781912131176478,0.001876,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,32,1.25339265943403,-0.487745089793656,1,0.938000000000024,75.2643384023023,5.24642451727373,5.293324517273731,5.340224517273732,20A,20.0,0.5,score_settle010,0.1,5.340224517273732,-0.7,0.752643384023023,0.0187600000000004,1,1.0,0.4899999999999999,-0.0699999999999999,0.0489999999999999,-0.35,0.2449999999999999,1.0,0.0,0.0,-0.7,-0.526850368816116,0.001876,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,34,1.25339265943403,-0.433988952916242,0,0.938000000000024,36.6473855647572,2.42032932364541,2.4672293236454115,2.5141293236454128,20A,20.0,0.5,score_settle010,0.1,2.5141293236454128,-0.65,0.366473855647572,0.0187600000000004,0,1.0,0.4225,-0.065,0.04225,-0.325,0.21125,1.0,0.0,0.0,-0.0,-0.2382080061709218,0.001876,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
True,fine,20.0,35,1.22753887773386,-0.42840688391621,1,0.938000000000024,29.4072219417808,4.24409020048568,4.290990200485681,4.337890200485683,20A,20.0,0.5,score_settle010,0.1,4.337890200485683,-0.625,0.294072219417808,0.0187600000000004,1,1.0,0.390625,-0.0625,0.0390625,-0.3125,0.1953125,1.0,0.0,0.0,-0.625,-0.18379513713613,0.001876,False,post-event metrics are labels/calibration targets; online policy may use only target/load/objective/T_slew/tau and precomputed proxy values
